Decade,Year,Date,Location,Operator,Op_Code,Route,Type,Make_Type,Aboard,Fatalities,Summary
1921-1930,1929,1929-01-31,"Morgantown, West Virginia",Skyline Transportation Company,Passenger,,Travel Air 4000,Travel,1.0,1.0,
1921-1930,1929,1929-01-31,Off Morocco,Aeropostale,Passenger,,Latecoere 26,Latecoere,2.0,2.0,
1921-1930,1929,1929-03-17,"Newark, New Jersey",Colonial Western Airlines,Passenger,Sightseeing,Ford 5-AT-B Tri Motor,Ford,15.0,14.0,The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.
1921-1930,1929,1929-03-30,"Near Beaumont, California",New Standard Airlines,Passenger,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,Fokker,4.0,4.0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
1921-1930,1929,1929-04-21,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,Military,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,Ford,6.0,6.0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
1921-1930,1929,1929-05-18,Hungary,MALERT,Passenger,,Fokker F-III,Fokker,2.0,2.0,
1921-1930,1929,1929-05-22,Algiers,Aeropostale,Passenger,,Cams 53,Cams,5.0,4.0,
1921-1930,1929,1929-10-06,"Santiago de Cuba, Cuba",Pan American Airways,Passenger,Santiago de Cuba - Havana,Fokker F-X,Fokker,5.0,2.0,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.
1921-1930,1929,1929-06-14,"Barcelona, Spain",Aeropostale,Passenger,,Breguet 14,Breguet,2.0,1.0,
1921-1930,1929,1929-06-17,"Off Dungeness, England",Imperial Airways,Passenger,,Handley Page W-10,Handley,13.0,7.0,The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.'
1921-1930,1929,1929-06-24,"St. Paul, Minnesota",Northwest Orient Airlines,Passenger,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,Ford,8.0,1.0,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.
1921-1930,1929,1929-06-29,"Lake Constance, Switzerland",Aero Lloyd,Passenger,,Domier Delphin III,Domier,5.0,5.0,The aircraft crashed into lake Constance while attempting to landing.
1921-1930,1929,1929-06-29,"Columbus, Ohio",Continental Air Lines,Passenger,,Travel Air 4000,Travel,1.0,1.0,
1921-1930,1929,1929-11-08,"Clovis, New Mexico",Middle States Airlines,Passenger,,Lockheed Vega,Lockheed,4.0,4.0,
1921-1930,1929,1929-08-13,"Perpignan, France",Aeropostale,Passenger,,Breguet 14,Breguet,1.0,1.0,
1921-1930,1929,1929-08-24,"Sochi, Russia",Ukvozduchput,Passenger,,Kalinin K-4,Kalinin,1.0,1.0,
1921-1930,1929,1929-08-24,"Elm, Germany",Deutsche Lufthansa,Passenger,,Fokker FG II,Fokker,5.0,4.0,Weather related.
1921-1930,1929,1929-02-09,"Needles, California",Associated Aviators,Passenger,,Lockheed Vega,Lockheed,2.0,1.0,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.
1921-1930,1929,1929-03-09,"Mt. Taylor, New Mexico",Trans Continental Air Transport,Passenger,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,Ford,8.0,8.0,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.'
1921-1930,1929,1929-06-09,"Jask, Iran",Imperial Airways,Passenger,"London, England - India",de Havilland DH-66 Hercules,de,5.0,3.0,The mail plane caught fire after crash landing.
1921-1930,1929,1929-09-17,"Off Larache, Morocco",Aeropostale,Passenger,,Latecoere 25-3-R,Latecoere,5.0,5.0,Crashed into the Mediterranean.
1921-1930,1929,1929-09-17,"Jacumba, California",Pickwick Airways,Passenger,Tijuana - Nogales,Fairchild 71,Fairchild,2.0,1.0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
1921-1930,1929,1929-09-17,"Mt Lamentation, Connecticut",Colonial Air Transport,Passenger,,Pitcairn PA-6 Mailwing,Pitcairn,1.0,1.0,The mail plane crashed into Mt. Lamentation and burst into flames.
1921-1930,1929,1929-10-26,"Off Spezia, Italy",Imperial Airways,Passenger,,Short Calcutta,Short,7.0,7.0,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.'
1921-1930,1929,1929-10-29,"Mount Vernon, Ohio",Continental Air Lines,Passenger,Cleveland - Louisville,Stearman C-38,Stearman,1.0,1.0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.
1921-1930,1929,1929-10-31,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Passenger,Bremerton,Loening C-2C,Loening,2.0,2.0,The air taxi crashed into Puget Sound as it attempted to take off.
1921-1930,1929,1929-04-11,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,Passenger,Mexico City - Juarez,Lockheed Vega 5,Lockheed,4.0,4.0,The mail plane crashed in dense fog.
1921-1930,1929,1929-06-11,"Near Godstone, Surrey, England",Deutsche Lufthansa,Passenger,Amsterdam - Croyden,Junkers G-24,Junkers,8.0,7.0,Crashed in heavy rain and fog while attempting to land.
1921-1930,1929,1929-11-15,"Off Corsica, France",Air Union,Passenger,,Liore et Olivier 190,Liore,3.0,3.0,Crashed into the Mediterranean in fog.
1921-1930,1929,1929-11-30,"Vancouver, Washington",Varney Air Lines,Passenger,,Stearman M-2 Speedmail,Stearman,1.0,1.0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
1921-1930,1929,1929-02-12,"Chagrin Falls, Ohio",National Air Transport,Passenger,,Douglas M-3,Douglas,1.0,1.0,The mail plane crashed en route during a storm.
1921-1930,1929,1929-12-14,Mediterranean Sea,Aeropostale,Passenger,,Bernard 192,Bernard,3.0,3.0,
1921-1930,1929,1929-12-19,"Near Berlin, Germany",Deutsche Lufthansa,Passenger,,Arado V1,Arado,3.0,2.0,Forced landing 40 miles from Berlin.
1921-1930,1929,1929-12-30,"Amarillo, Texas",Trans Continental Air Transport,Passenger,,Travel Air B6000,Travel,5.0,5.0,Crashed on approach onto a golf course.
1921-1930,1930,1930-10-01,"Brawnson, Nebraska",Boeing Air Transport,Passenger,,Boeing 95,Boeing,1.0,1.0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
1921-1930,1930,1930-01-13,"Antananarivo, Madagascar",Air Orient,Passenger,,Farman 190,Farman,3.0,3.0,
1921-1930,1930,1930-01-19,"Oceanside, California",Maddux Airlines,Passenger,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,Ford,16.0,16.0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
1921-1930,1930,1930-01-25,"Off Ceuta, Spain",Aeropostale,Passenger,,Latecoere 25,Latecoere,2.0,2.0,
1921-1930,1930,1930-01-27,"Kansas City, Kansas",Central  Airlines,Passenger,"Wichita - Kansas City, KS",Travel Air A6000A,Travel,5.0,5.0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
1921-1930,1930,1930-03-02,"Hartford, Connecticut",Colonial Air Transport,Passenger,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,Pitcairn,1.0,1.0,While attempting to land the plane struck a building and fell into the Connecticut river.
1921-1930,1930,1930-10-02,"Marden, England",Air Union,Passenger,,Farman F-63,Farman,2.0,2.0,
1921-1930,1930,1930-04-18,"Jersey City, New Jersey",Canadian Colonial Airways,Passenger,"Albany, NY - Jersey City, NJ",Fairchild 71,Fairchild,4.0,4.0,Crashed into power lines 150 feet above the ground in fog.
1921-1930,1930,1930-10-05,Buenos Aires,Aeropostale,Passenger,,Latecoere 28,Latecoere,4.0,3.0,
1921-1930,1930,1930-05-06,"Boston, Massachusetts",Colonial Air Transport,Passenger,,Ford Tri-Motor 5,Ford,15.0,1.0,Crashed into Boston Harbor after loosing the right  engine on takeoff.
1921-1930,1930,1930-07-07,"Bornholm, Denmark",Deutsche Lufthansa,Passenger,Stettin - Norway,Dornier Wal,Dornier,8.0,5.0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave."
1921-1930,1930,1930-10-07,"Arkansas Pass, Texas",Cross Airways,Passenger,,Lockheed Vega 5,Lockheed,5.0,5.0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
1921-1930,1930,1930-08-22,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Passenger,Prague - Brun -  Pressburg,Ford 5-AT-C Tri Motor,Ford,11.0,10.0,"Crashed while the pilot attempted to make an  emergency landing in fog, during a storm."
1921-1930,1930,1930-11-09,"Croydon, England",Sabena,Passenger,,Sabca F-VII,Sabca,2.0,2.0,
1921-1930,1930,1930-09-25,"Southesk, Saskatchewan, Canada",Western Canada Airways,Passenger,Calgary - Moosejaw,,na,3.0,3.0,The air mail plane crashed in fog  while en route.
1921-1930,1930,1930-05-10,"Near Beauvais, France",Military - British Air Ministry,Military,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,Royal,54.0,48.0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
1921-1930,1930,1930-06-10,"Dresden, Germany",Deutsche Lufthansa,Passenger,Berlin - Vienna,Messerschmitt M-20B,Messerschmitt,8.0,8.0,Crashed into hill while attempting to land.
1921-1930,1930,1930-12-10,"La Rache, Morocco",Aeropostale,Passenger,Casablanca - Bahat - Toulouse,Latecoere 28,Latecoere,4.0,4.0,The french postal plane crashed into mountains.
1921-1930,1930,1930-10-28,"Prince Rupert, BC, Canada",Alaska-Washington Airways,Passenger,,Lockheed Vega,Lockheed,3.0,3.0,
1921-1930,1930,1930-10-30,"Near Neufchatel, France",Imperial Airways,Passenger,"Paris, France - London, England",Handley Page W-8,Handley,6.0,3.0,Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.'
1921-1930,1930,1930-10-30,"Brookston, Indiana",Embry Riddle Company,Passenger,,Pitcairn PA-6 Mailwing,Pitcairn,1.0,1.0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
1921-1930,1930,1930-07-11,"Off of Santos, Brazil",Syndicato Condor,Passenger,,Junkers G-24,Junkers,9.0,1.0,Crashed into the sea.
1921-1930,1930,1930-11-18,"Techachapi Mountains, California",PacifiAir Transport,Passenger,"Burbank, CA - Oakland, CA",Boeing 40,Boeing,3.0,3.0,"Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm."
1921-1930,1930,1930-09-12,"Shanghai, China",China National Aviation Corporation,Passenger,Shanghai - Hankow,Loening C-W Air Yaht,Loening,6.0,4.0,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
1931-1940,1931,1931-08-01,"Melle, Belgium",Sabena,Passenger,,Fokker F-VII,Fokker,2.0,2.0,
1931-1940,1931,1931-01-22,"Bluff Mountain, Washington",Varney Air Lines,Passenger,Portland - Pasco,Boeing 40,Boeing,1.0,1.0,The mail plane flew into Bluff Mountain in dense fog.
1931-1940,1931,1931-08-02,"Wairoa, New Zealand",Dominion Air Lines,Passenger,,Desoutter II,Desoutter,1.0,1.0,
1931-1940,1931,1931-02-20,"Bagot, Manitoba, Canada",Western Canada Airways,Passenger,Winnigeg - Moosejaw,Fokker Universal F-14,Fokker,3.0,2.0,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident."
1931-1940,1931,1931-02-24,Off Spain,Aeropostale,Passenger,,Latecoere 32,Latecoere,3.0,1.0,
1931-1940,1931,1931-03-21,"New South Wales, Australia",Australian National Airways,Passenger,,Avro 10,Avro,8.0,8.0,Wreckage found 10/26/1958.
1931-1940,1931,1931-03-31,"Bazaar, Kansas",Trans Continental and Western Air,Passenger,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,Fokker,8.0,8.0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed."
1931-1940,1931,1931-04-14,"Near Letschen, Germany",Deutsche Lufthansa,Passenger,,Messerschmitt M-20,Messerschmitt,10.0,2.0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
1931-1940,1931,1931-05-05,"Burbank, California",PacifiAir Transport,Passenger,San Diego - Los Angeles,Boeing 40,Boeing,2.0,2.0,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.
1931-1940,1931,1931-05-22,"Wampit, Australia",Guiena Airways,Passenger,,Junkers W-34,Junkers,1.0,1.0,
1931-1940,1931,1931-05-24,"Bellefonte, Pennsylvania",National Air Transport,Passenger,,Boeing 95,Boeing,1.0,1.0,Crashed into a mountain and burned in poor visibility.
1931-1940,1931,1931-07-06,"Near Sandoway, Burma",Air Orient,Passenger,Saigon - Karachi,Fokker F-VIIB,Fokker,4.0,4.0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.
1931-1940,1931,1931-11-06,"Walbridge, Ohio",Rubner Flying Service,Passenger,,Lockheed Vega 2,Lockheed,3.0,2.0,A wing buckled as the plane was attempting to land and the plane crashed.
1931-1940,1931,1931-06-13,"Saarbrucken, Germany",Deutsche Lufthansa,Passenger,Cologne - Saarbrucken,Dornier Merkur,Dornier,4.0,4.0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure."
1931-1940,1931,1931-12-07,"Chicago, Illinois",Braniff Airlines,Passenger,Chicago - Detroit,Lockheed Vega,Lockheed,2.0,2.0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.
1931-1940,1931,1931-07-14,"Temora, Australia",Australian Aerial Services,Passenger,,Lasco Lascowl,Lasco,2.0,2.0,
1931-1940,1931,1931-07-21,"Centralia, Illinois",American Airways,Passenger,,Pitcairn PA-6 Mailwing,Pitcairn,1.0,1.0,
1931-1940,1931,1931-07-24,"Kurudjevo, Bulgaria",CIDNA,Passenger,Constantinople - Budapest,Fokker F-VII,Fokker,7.0,7.0,The aircraft caught fire in mid air and crashed.
1931-1940,1931,1931-09-08,"Cincinnati, Ohio",American Airways,Passenger,,Ford 5-AT-C Tri Motor,Ford,6.0,6.0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.
1931-1940,1931,1931-09-14,"Chicago, Illinois",Chicago-Detroit Airways,Passenger,,Lockheed Vega,Lockheed,1.0,1.0,Crashed in a severe rainstorm while attempting to land.
1931-1940,1931,1931-09-16,"Oakland, California",PacifiAir Transport,Passenger,"Oakland, CA - Seattle, WA",Boeing 40,Boeing,4.0,4.0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.
1931-1940,1931,1931-06-10,"Novia Scotia, Canada",Deutsche Lufthansa,Passenger,,Heinkel HE-2,Heinkel,3.0,3.0,
1931-1940,1931,1931-10-14,Brazil,Syndicato Condor,Passenger,,Dornier Wal,Dornier,3.0,3.0,
1931-1940,1931,1931-05-11,"Camden, New Jersey","NY, Phil., Washington AW",Passenger,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,Lockheed,5.0,5.0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.
1931-1940,1931,1931-11-13,"Sir Lowry's pass, South Africa",Union Airways,Passenger,,De Havilland DH.80,De,3.0,3.0,
1931-1940,1931,1931-11-23,"Salt Lake City, Utah",Boeing Air Transport,Passenger,,Boeing 40,Boeing,1.0,1.0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.
1931-1940,1931,1931-11-24,"Near Tsinan, China",China National Aviation Corporation,Passenger,Nanking - Peiking,Stinson,Stinso,3.0,3.0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
1931-1940,1931,1931-11-26,"Pasco, Washington",Varney Air Lines,Passenger,"Portland,  WA - Pasco, WA",Boeing 40,Boeing,1.0,1.0,Crashed in fog while attempting to land.
1931-1940,1931,1931-05-12,"Kewanee, Illinois",Braniff Airways,Passenger,Kansas City - Chicago,Lockheed Vega 5,Lockheed,6.0,2.0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.
1931-1940,1931,1931-06-12,"Bangkok, Thailand",KLM Royal Dutch Airlines,Passenger,,Fokker F-VIIb-3M,Fokker,7.0,5.0,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.
1931-1940,1931,1931-09-12,Off Algiers,Aeropostale,Passenger,,CAMS 56,CAMS,2.0,2.0,
1931-1940,1931,1931-12-31,"Springfield, Ohio",American Airways,Passenger,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,Fairchild,5.0,4.0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed."
1931-1940,1932,1932-01-21,"Colvin Park, Ilinois",Northwest Airways,Passenger,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,Stinson,1.0,1.0,Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.
